mol,Core,atag,R1,btag,R2,pic50,clearance_mouse,clearance_human,logd,pampa,docking_affinity
CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B19,CCc1ccc([*:2])cc1,6.9,medium (5.6-30.5),low (< 12),0.56,low,-11
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.9,medium (5.6-30.5),low (< 12),1.15,low,-11.3
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B21,c1ccc(Oc2ccccc2[*:2])cc1,3.8,medium (5.6-30.5),low (< 12),0.92,med2high,-9.2
Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B22,Cc1cccc(C)c1[*:2],3.8,medium (5.6-30.5),low (< 12),0.56,low,-9.1
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B23,c1cc2c(cc1[*:2])OCO2,6,medium (5.6-30.5),low (< 12),-0.1,low,-11.4
COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B24,COc1ccc([*:2])c(OC)c1,4.4,medium (5.6-30.5),low (< 12),-0.09,low,-10.4
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B25,FC(F)(F)Oc1ccc([*:2])cc1,6.9,high (> 30.5),low (< 12),0.8,med2high,-10.6
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made,medium (5.6-30.5),low (< 12),0.56,med2high,-10.5
CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B27,CC(=O)c1ccc([*:2])cc1,6.5,medium (5.6-30.5),low (< 12),-0.08,low,-11
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B28,Clc1cccc([*:2])c1Cl,4.2,medium (5.6-30.5),low (< 12),0.87,med2high,-10.4
OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B29,O=C(O)/C=C/c1cccc([*:2])c1,4.8,medium (5.6-30.5),low (< 12),-0.29,low,-10.7
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made,medium (5.6-30.5),low (< 12),0.13,low,-11.2
COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B31,COc1c(C)cc([*:2])cc1C,5.2,medium (5.6-30.5),low (< 12),0.52,low,-10.2
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B32,c1cnc2c([*:2])cccc2c1,4.3,medium (5.6-30.5),low (< 12),0.23,low,-9.3
OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B33,OCc1cccc([*:2])c1,6.3,medium (5.6-30.5),low (< 12),-0.25,low,-10.5
COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O)C(C)C,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B34,COc1ccc(C(C)C)cc1[*:2],Inactive,medium (5.6-30.5),low (< 12),0.88,med2high,-9.4
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.7,medium (5.6-30.5),low (< 12),1.68,med2high,-9.3
COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B36,COc1ccc([*:2])c(OC)c1OC,Inactive,medium (5.6-30.5),low (< 12),-0.11,low,-9.6
COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B37,COc1ccc(Cl)cc1[*:2],Inactive,medium (5.6-30.5),low (< 12),0.49,low,-8.6
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B38,N#Cc1cccc([*:2])c1,5,medium (5.6-30.5),low (< 12),-0.08,low,-11
CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B39,CC(=O)c1ccccc1[*:2],4.2,high (> 30.5),low (< 12),-0.04,low,-9.5
NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B40,NCc1ccc([*:2])cc1,Not Made,low (< 5.6),low (< 12),-0.16,low,-10.5
COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B41,COC(=O)c1ccc([*:2])cc1,6.6,medium (5.6-30.5),low (< 12),-0.01,low,-10.6
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B42,c1ccc(COc2cccc([*:2])c2)cc1,3.8,high (> 30.5),low (< 12),1.22,low,-11.3
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B43,Fc1cc([*:2])cc(F)c1F,5.9,medium (5.6-30.5),low (< 12),0.43,med2high,-10.9
Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B44,Cc1cc(F)ccc1[*:2],4.3,medium (5.6-30.5),low (< 12),0.44,med2high,-10.9
OC(=O)[C@H](Cc1ccccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B45,O=Cc1cc([*:2])ccc1F,Not Made,medium (5.6-30.5),low (< 12),-0.08,low,-10.7
COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B46,COc1cccc([*:2])c1F,4.2,medium (5.6-30.5),low (< 12),0.06,low,-10.9
CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B47,CCOC(=O)c1cccc([*:2])c1,Not Made,medium (5.6-30.5),low (< 12),0.36,low,-10.5
Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B48,Cc1ccc([*:2])cc1F,6.7,medium (5.6-30.5),low (< 12),0.4,low,-11.4
COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B49,COc1c(F)cc(F)cc1[*:2],5.1,medium (5.6-30.5),low (< 12),0.2,low,-10.1
Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A39,c1ccc(C[*:1])nc1,B50,Cc1ccc(F)c([*:2])c1Cl,Not Made,medium (5.6-30.5),low (< 12),0.81,med2high,-9.4
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B01,c1ccc([*:2])cc1,6.6,low (< 5.6),low (< 12),-0.31,low,-10.4
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B02,Brc1ccc([*:2])cc1,7.2,medium (5.6-30.5),low (< 12),0.15,low,-10.5
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B03,O=[N+]([O-])c1cccc([*:2])c1,5.8,medium (5.6-30.5),low (< 12),-0.32,low,-10.7
Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B04,Cc1ccc([*:2])cc1,6.9,medium (5.6-30.5),low (< 12),-0.17,low,-10.5
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.3,medium (5.6-30.5),low (< 12),0.75,low,-10
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5.3,medium (5.6-30.5),low (< 12),1.24,low,-9.5
CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B07,CSc1ccc([*:2])cc1,7.2,medium (5.6-30.5),low (< 12),-0.07,low,-10.2
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B08,FC(F)(F)c1cccc([*:2])c1,Not Made,medium (5.6-30.5),low (< 12),0.36,low,-11
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B09,O=[N+]([O-])c1ccccc1[*:2],Not Made,medium (5.6-30.5),low (< 12),-0.33,low,-9.8
Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.4,medium (5.6-30.5),low (< 12),-0.21,low,-10.8
CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B11,CC(=O)Nc1cccc([*:2])c1,6.2,medium (5.6-30.5),low (< 12),-0.31,low,-10.2
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B12,Fc1cccc([*:2])c1,6.7,medium (5.6-30.5),low (< 12),-0.26,low,-10.1
COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B13,COc1ccccc1[*:2],4.5,medium (5.6-30.5),low (< 12),-0.37,low,-9.9
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B14,Clc1ccccc1[*:2],Not Made,medium (5.6-30.5),low (< 12),-0.06,low,-10.4
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B15,Fc1ccccc1[*:2],6.4,medium (5.6-30.5),low (< 12),-0.33,low,-10.5
CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B16,CCOc1ccccc1[*:2],Inactive,medium (5.6-30.5),low (< 12),-0.24,low,-9.1
OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B17,OCc1ccc([*:2])cc1,6.8,medium (5.6-30.5),low (< 12),-0.38,low,-10.3
CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B18,CCCc1ccc([*:2])cc1,7.5,medium (5.6-30.5),low (< 12),0.29,low,-10.7
CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B19,CCc1ccc([*:2])cc1,7.3,medium (5.6-30.5),low (< 12),-0.05,low,-10.6
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B20,Fc1cc([*:2])ccc1OCc1ccccc1,7.5,medium (5.6-30.5),low (< 12),0.62,low,-11.3
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B21,c1ccc(Oc2ccccc2[*:2])cc1,4,medium (5.6-30.5),low (< 12),0.5,low,-9.5
Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B22,Cc1cccc(C)c1[*:2],Inactive,medium (5.6-30.5),low (< 12),-0.01,low,-9.6
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B23,c1cc2c(cc1[*:2])OCO2,6.7,medium (5.6-30.5),low (< 12),-0.33,low,-11
COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B24,COc1ccc([*:2])c(OC)c1,5.4,medium (5.6-30.5),low (< 12),-0.32,low,-9.9
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B25,FC(F)(F)Oc1ccc([*:2])cc1,7.3,medium (5.6-30.5),low (< 12),0.33,low,-10.9
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made,medium (5.6-30.5),low (< 12),0.16,low,-11
CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B27,CC(=O)c1ccc([*:2])cc1,6.9,medium (5.6-30.5),low (< 12),-0.39,low,-10.7
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B28,Clc1cccc([*:2])c1Cl,4.4,medium (5.6-30.5),low (< 12),0.41,low,-9.7
OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B29,O=C(O)/C=C/c1cccc([*:2])c1,5,medium (5.6-30.5),low (< 12),-0.33,low,-10.6
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made,medium (5.6-30.5),low (< 12),-0.21,low,-11
COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B31,COc1c(C)cc([*:2])cc1C,5.6,medium (5.6-30.5),low (< 12),0.05,low,-10.3
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B32,c1cnc2c([*:2])cccc2c1,3.9,medium (5.6-30.5),low (< 12),-0.07,low,-9.2
OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B33,OCc1cccc([*:2])c1,6.9,medium (5.6-30.5),low (< 12),-0.38,low,-10.5
COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O)C(C)C,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B34,COc1ccc(C(C)C)cc1[*:2],4.2,medium (5.6-30.5),low (< 12),0.32,low,-9.1
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.4,medium (5.6-30.5),low (< 12),1.02,low,-10.7
COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B36,COc1ccc([*:2])c(OC)c1OC,Inactive,medium (5.6-30.5),low (< 12),-0.32,low,-8.7
COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B37,COc1ccc(Cl)cc1[*:2],Inactive,medium (5.6-30.5),low (< 12),-0.11,low,-10.4
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B38,N#Cc1cccc([*:2])c1,5.7,medium (5.6-30.5),low (< 12),-0.28,low,-10.5
CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B39,CC(=O)c1ccccc1[*:2],Inactive,medium (5.6-30.5),low (< 12),-0.34,low,-10.2
NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B40,NCc1ccc([*:2])cc1,Not Made,low (< 5.6),low (< 12),-0.29,low,-10.5
COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B41,COC(=O)c1ccc([*:2])cc1,Not Made,medium (5.6-30.5),low (< 12),-0.22,low,-10.8
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B42,c1ccc(COc2cccc([*:2])c2)cc1,4.9,medium (5.6-30.5),low (< 12),0.56,low,-10.3
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B43,Fc1cc([*:2])cc(F)c1F,6.6,medium (5.6-30.5),low (< 12),0.01,low,-10.3
Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B44,Cc1cc(F)ccc1[*:2],4.9,medium (5.6-30.5),low (< 12),-0.06,low,-10.7
OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B45,O=Cc1cc([*:2])ccc1F,Not Made,medium (5.6-30.5),low (< 12),-0.4,low,-10.8
COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B46,COc1cccc([*:2])c1F,4.8,medium (5.6-30.5),low (< 12),-0.33,low,-9.7
CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1,B47,CCOC(=O)c1cccc([*:2])c1,Not Made,medium (5.6-30.5),low (< 12),-0.08,low,-10.5
